OrderID,ReturnDate,ReturnReason
O010547,2024-02-23,Damaged
O010592,2024-03-23,Wrong Product
O010594,2025-05-20,Customer Changed Mind
O010598,2023-03-17,Customer Changed Mind
O010600,2023-04-26,Damaged
O010608,2024-01-10,Customer Changed Mind
O010617,2023-12-22,Wrong Product
O010622,2025-01-15,Customer Changed Mind
O010630,2024-08-21,Damaged
O010643,2024-09-26,Customer Changed Mind
O010644,2024-02-12,Wrong Product
O010656,2023-04-18,Customer Changed Mind
O010658,2025-03-13,Late Delivery
O010673,2023-12-23,Wrong Product
O010695,2024-08-31,Late Delivery
O010702,2025-02-13,Damaged
O010713,2024-12-01,Damaged
O010724,2024-01-21,Customer Changed Mind
O010737,2025-12-30,Quality Issue
O010760,2024-07-26,Damaged
O010767,2024-10-14,Damaged
O010779,2024-08-14,Damaged
O010784,2023-02-05,Damaged
O010804,2023-09-01,Damaged
O010813,2025-04-30,Customer Changed Mind
O010820,2023-10-12,Late Delivery
O010821,2023-03-11,Late Delivery
O010841,2024-01-15,Customer Changed Mind
O010866,2025-02-08,Late Delivery
O010885,2024-04-14,Wrong Product
O010899,2025-10-31,Customer Changed Mind
O010913,2025-12-09,Customer Changed Mind
O010921,2023-04-11,Quality Issue
O010926,2025-08-25,Wrong Product
O010937,2025-04-23,Quality Issue
O010939,2023-11-30,Quality Issue
O010953,2024-08-24,Customer Changed Mind
O010960,2025-08-07,Customer Changed Mind
O010963,2024-04-05,Late Delivery
O010975,2023-11-01,Quality Issue
O010981,2024-02-02,Damaged
O010991,2024-01-11,Customer Changed Mind
O011007,2023-12-16,Quality Issue
O011015,2024-05-17,Damaged
O011028,2025-10-07,Wrong Product
O011036,2023-07-03,Customer Changed Mind
O011059,2023-11-03,Quality Issue
O011075,2025-02-14,Quality Issue
O011095,2025-03-28,Late Delivery
O011103,2024-07-04,Late Delivery
O011113,2024-10-19,Wrong Product
O011120,2026-01-02,Late Delivery
O011125,2024-08-20,Quality Issue
O011132,2023-02-20,Damaged
O011162,2025-02-12,Quality Issue
O011172,2025-04-26,Damaged
O011184,2024-07-16,Late Delivery
O011211,2023-02-26,Customer Changed Mind
O011229,2023-07-30,Wrong Product
O011234,2023-09-05,Damaged
O011235,2025-02-06,Customer Changed Mind
O011248,2023-06-05,Late Delivery
O011268,2025-03-26,Quality Issue
O011270,2023-01-26,Late Delivery
O011276,2025-12-02,Customer Changed Mind
O011294,2023-12-31,Damaged
O011297,2023-06-11,Late Delivery
O011316,2024-03-11,Damaged
O011319,2023-06-20,Quality Issue
O011324,2023-10-06,Damaged
O011357,2024-09-08,Late Delivery
O011373,2023-09-14,Quality Issue
O011427,2024-06-18,Late Delivery
O011436,2023-01-27,Customer Changed Mind
O011447,2025-08-18,Damaged
O011448,2025-05-12,Customer Changed Mind
O011455,2025-07-11,Late Delivery
O011498,2023-06-24,Wrong Product
O011522,2024-02-24,Customer Changed Mind
O011552,2024-10-02,Late Delivery
O011565,2023-03-03,Quality Issue
O011583,2025-03-19,Quality Issue
O011654,2023-12-22,Wrong Product
O011667,2024-10-02,Damaged
O011686,2023-12-22,Wrong Product
O011691,2023-08-27,Late Delivery
O011714,2023-06-29,Damaged
O011719,2025-02-02,Damaged
O011737,2023-10-14,Quality Issue
O011760,2023-02-25,Damaged
O011767,2024-07-23,Late Delivery
O011792,2025-07-25,Customer Changed Mind
O011802,2025-07-04,Damaged
O011819,2025-05-20,Late Delivery
O011820,2024-01-08,Late Delivery
O011823,2025-10-20,Damaged
O011827,2023-06-05,Damaged
O011849,2025-10-25,Damaged
O011861,2026-01-01,Late Delivery
O011875,2023-03-06,Damaged
O011876,2024-07-31,Damaged
O011881,2025-03-24,Damaged
O011895,2024-09-14,Damaged
O011924,2025-09-13,Late Delivery
O011957,2025-04-05,Wrong Product
O011974,2023-05-02,Wrong Product
O011985,2025-04-14,Quality Issue
O011989,2025-02-08,Damaged
O012037,2023-08-05,Customer Changed Mind
O012047,2025-01-24,Customer Changed Mind
O012077,2025-09-25,Late Delivery
O012090,2025-07-05,Quality Issue
O012091,2023-05-17,Quality Issue
O012096,2025-06-06,Quality Issue
O012100,2024-07-06,Late Delivery
O012110,2023-12-06,Damaged
O012112,2024-08-28,Wrong Product
O012121,2023-08-20,Late Delivery
O012125,2024-12-03,Customer Changed Mind
O012127,2024-09-29,Late Delivery
O012129,2025-03-11,Customer Changed Mind
O012160,2024-02-11,Late Delivery
O012164,2024-04-06,Customer Changed Mind
O012191,2025-02-26,Damaged
O012198,2023-06-17,Wrong Product
O012207,2025-07-01,Quality Issue
O012231,2023-09-24,Late Delivery
O012237,2023-01-20,Late Delivery
O012238,2023-08-22,Late Delivery
O012252,2024-03-25,Quality Issue
O012273,2023-05-11,Wrong Product
O012276,2025-12-18,Damaged
O012288,2023-12-14,Wrong Product
O012306,2024-10-03,Late Delivery
O012308,2023-02-01,Damaged
O012337,2023-01-24,Late Delivery
O012344,2024-02-19,Customer Changed Mind
O012353,2025-05-30,Customer Changed Mind
O012368,2023-01-21,Quality Issue
O012375,2023-01-21,Quality Issue
O012377,2023-01-31,Damaged
O012383,2024-10-23,Customer Changed Mind
O012393,2025-11-04,Wrong Product
O012411,2023-07-09,Late Delivery
O012424,2024-02-12,Customer Changed Mind
O012426,2023-03-10,Customer Changed Mind
O012432,2025-11-12,Late Delivery
O012449,2023-05-15,Damaged
O012466,2024-08-11,Quality Issue
O012521,2025-06-04,Wrong Product
O012539,2024-02-02,Damaged
O012547,2024-02-02,Damaged
O012560,2024-03-05,Damaged
O012606,2025-11-26,Wrong Product
O012621,2023-08-12,Wrong Product
O012623,2025-01-19,Customer Changed Mind
O012646,2023-04-03,Customer Changed Mind
O012649,2023-10-26,Late Delivery
O012661,2023-03-12,Damaged
O012673,2024-05-22,Quality Issue
O012682,2024-04-12,Wrong Product
O012687,2023-08-22,Customer Changed Mind
O012724,2024-02-14,Quality Issue
O012726,2024-06-03,Wrong Product
O012730,2023-09-13,Wrong Product
O012747,2023-06-01,Quality Issue
O012770,2024-05-27,Wrong Product
O012788,2024-10-07,Wrong Product
O012817,2025-05-30,Wrong Product
O012819,2024-07-03,Wrong Product
O012823,2025-04-13,Late Delivery
O012825,2024-07-16,Damaged
O012826,2024-05-02,Quality Issue
O012828,2025-08-24,Damaged
O012852,2023-02-23,Damaged
O012864,2025-08-04,Damaged
O012869,2025-01-31,Customer Changed Mind
O012872,2023-01-09,Damaged
O012878,2024-05-18,Customer Changed Mind
O012884,2023-12-26,Late Delivery
O012908,2023-05-10,Quality Issue
O012924,2023-04-14,Wrong Product
O012931,2025-06-01,Wrong Product
O012938,2024-03-17,Customer Changed Mind
O012960,2023-07-15,Late Delivery
O012961,2024-01-05,Late Delivery
O012979,2023-11-06,Customer Changed Mind
O012986,2023-08-18,Damaged
O012987,2024-08-30,Wrong Product
O012988,2025-05-23,Quality Issue
O012989,2023-01-28,Late Delivery
O012996,2026-01-01,Damaged
O013016,2023-03-10,Quality Issue
O013036,2023-01-22,Late Delivery
O013040,2024-08-31,Late Delivery
O013085,2024-08-23,Damaged
O013089,2025-09-01,Damaged
O013103,2024-10-29,Damaged
O013109,2023-04-15,Wrong Product
O013110,2025-07-11,Quality Issue
O013129,2025-08-23,Wrong Product
O013134,2024-01-17,Late Delivery
O013142,2023-05-21,Wrong Product
O013154,2024-08-15,Quality Issue
O013163,2023-10-05,Damaged
O013179,2025-09-16,Quality Issue
O013218,2025-01-02,Wrong Product
O013225,2024-05-05,Quality Issue
O013227,2024-06-11,Wrong Product
O013242,2024-08-08,Late Delivery
O013256,2024-12-30,Late Delivery
O013265,2025-05-15,Late Delivery
O013272,2024-03-01,Damaged
O013286,2025-03-13,Customer Changed Mind
O013290,2025-04-28,Customer Changed Mind
O013292,2024-09-24,Customer Changed Mind
O013294,2024-12-02,Quality Issue
O013308,2025-11-04,Quality Issue
O013320,2025-12-02,Late Delivery
O013381,2024-06-28,Customer Changed Mind
O013401,2025-09-14,Wrong Product
O013412,2024-11-26,Customer Changed Mind
O013457,2023-05-08,Late Delivery
O013507,2024-11-02,Damaged
O013513,2025-01-24,Damaged
O013518,2023-03-25,Quality Issue
O013528,2024-01-30,Quality Issue
O013539,2024-02-03,Late Delivery
O013540,2025-08-04,Late Delivery
O013558,2023-02-19,Wrong Product
O013563,2023-09-09,Wrong Product
O013566,2025-07-04,Wrong Product
O013581,2024-06-21,Wrong Product
O013619,2025-11-28,Quality Issue
O013632,2024-03-11,Quality Issue
O013661,2023-09-18,Quality Issue
O013683,2025-12-09,Wrong Product
O013717,2023-07-20,Wrong Product
O013718,2024-02-24,Late Delivery
O013747,2025-12-29,Wrong Product
O013766,2023-08-30,Late Delivery
O013775,2024-07-01,Quality Issue
O013816,2023-06-02,Late Delivery
O013842,2025-05-03,Customer Changed Mind
O013880,2024-10-04,Late Delivery
O013881,2025-02-25,Customer Changed Mind
O013884,2023-12-19,Customer Changed Mind
O013887,2023-08-30,Damaged
O013910,2025-03-21,Wrong Product
O013948,2024-10-29,Damaged
O013979,2024-02-09,Late Delivery
O013983,2024-09-18,Late Delivery
O014001,2023-10-11,Customer Changed Mind
O014005,2023-07-20,Late Delivery
O014007,2025-10-30,Quality Issue
O014015,2023-04-22,Wrong Product
O014019,2023-11-09,Wrong Product
O014037,2024-11-17,Wrong Product
O014038,2024-04-27,Wrong Product
O014041,2024-02-29,Customer Changed Mind
O014044,2024-02-19,Customer Changed Mind
O014057,2023-03-12,Wrong Product
O014099,2024-05-13,Wrong Product
O014103,2024-07-18,Customer Changed Mind
O014119,2023-04-15,Quality Issue
O014133,2024-01-08,Damaged
O014163,2023-08-31,Damaged
O014170,2025-08-29,Late Delivery
O014188,2025-04-13,Late Delivery
O014205,2025-08-04,Damaged
O014214,2024-04-26,Late Delivery
O014233,2025-02-03,Quality Issue
O014264,2024-06-21,Quality Issue
O014266,2024-03-20,Damaged
O014278,2024-01-09,Damaged
O014281,2025-05-31,Customer Changed Mind
O014331,2025-04-14,Quality Issue
O014334,2025-12-26,Wrong Product
O014342,2023-05-26,Late Delivery
O014348,2025-12-17,Late Delivery
O014416,2025-07-29,Late Delivery
O014417,2025-10-06,Late Delivery
O014422,2025-06-16,Quality Issue
O014442,2023-12-10,Damaged
O014455,2023-04-14,Late Delivery
O014468,2023-11-29,Damaged
O014481,2024-11-23,Late Delivery
O014494,2024-06-15,Damaged
O014507,2024-09-07,Damaged
O014530,2023-07-04,Late Delivery
O014576,2023-07-28,Wrong Product
O014578,2025-04-09,Late Delivery
O014588,2024-05-08,Quality Issue
O014598,2023-09-25,Quality Issue
O014609,2023-01-14,Customer Changed Mind
O014618,2025-03-26,Damaged
O014620,2024-03-05,Wrong Product
O014658,2023-07-23,Customer Changed Mind
O014675,2024-05-17,Wrong Product
O014685,2025-08-09,Late Delivery
O014693,2025-10-20,Damaged
O014700,2024-10-23,Late Delivery
O014707,2025-03-24,Customer Changed Mind
O014719,2025-12-09,Late Delivery
O014723,2024-08-11,Quality Issue
O014728,2023-07-01,Damaged
O014733,2024-03-30,Late Delivery
O014735,2024-03-22,Wrong Product
O014759,2023-07-25,Late Delivery
O014768,2025-07-25,Wrong Product
O014769,2024-05-30,Damaged
O014772,2023-03-27,Quality Issue
O014788,2024-04-11,Wrong Product
O014790,2024-10-11,Damaged
O014793,2025-05-25,Customer Changed Mind
O014799,2024-03-26,Wrong Product
O014804,2025-01-16,Late Delivery
O014805,2023-01-13,Quality Issue
O014823,2024-02-15,Customer Changed Mind
O014839,2024-02-19,Quality Issue
O014840,2025-06-05,Customer Changed Mind
O014848,2024-12-11,Damaged
O014851,2023-07-26,Customer Changed Mind
O014853,2024-11-16,Customer Changed Mind
O014861,2024-10-02,Wrong Product
O014866,2023-02-17,Quality Issue
O014883,2023-02-04,Quality Issue
O014929,2023-05-22,Late Delivery
O014951,2024-02-22,Late Delivery
O014972,2025-11-11,Quality Issue
O014977,2023-03-01,Damaged
O014985,2023-09-15,Customer Changed Mind
O014995,2025-05-01,Late Delivery
O015000,2025-01-14,Late Delivery
O015020,2025-02-18,Quality Issue
O015028,2025-07-20,Damaged
O015070,2024-06-15,Quality Issue
O015130,2025-01-12,Late Delivery
O015134,2023-11-08,Damaged
O015136,2025-11-06,Quality Issue
O015137,2023-09-24,Customer Changed Mind
O015141,2024-12-16,Wrong Product
O015156,2023-06-21,Customer Changed Mind
O015157,2024-09-25,Wrong Product
O015162,2025-01-09,Damaged
O015169,2025-01-01,Late Delivery
O015198,2024-10-12,Wrong Product
O015219,2024-08-18,Quality Issue
O015244,2023-10-05,Damaged
O015255,2025-02-24,Customer Changed Mind
O015313,2023-07-29,Customer Changed Mind
O015316,2025-08-13,Quality Issue
O015330,2024-01-20,Damaged
O015340,2024-02-03,Customer Changed Mind
O015364,2024-03-11,Damaged
O015385,2023-12-05,Damaged
O015404,2024-01-30,Customer Changed Mind
O015414,2024-08-04,Customer Changed Mind
O015418,2025-11-05,Customer Changed Mind
O015427,2023-06-05,Quality Issue
O015428,2023-07-09,Customer Changed Mind
O015434,2023-08-23,Late Delivery
O015442,2025-09-18,Quality Issue
O015472,2025-12-01,Customer Changed Mind
O015506,2024-12-16,Customer Changed Mind
O015512,2023-07-04,Customer Changed Mind
O015514,2023-12-07,Quality Issue
O015521,2023-12-19,Customer Changed Mind
O015533,2025-03-10,Wrong Product
O015550,2025-09-13,Quality Issue
O015552,2025-03-09,Late Delivery
O015553,2023-07-05,Late Delivery
O015607,2024-05-05,Damaged
O015610,2023-05-25,Damaged
O015621,2023-04-20,Quality Issue
O015626,2023-09-25,Customer Changed Mind
O015627,2023-11-30,Late Delivery
O015649,2025-03-26,Quality Issue
O015650,2024-04-27,Damaged
O015673,2024-04-15,Quality Issue
O015680,2023-11-24,Late Delivery
O015714,2023-06-27,Late Delivery
O015718,2025-11-18,Quality Issue
O015743,2023-03-06,Quality Issue
O015758,2025-01-26,Wrong Product
O015761,2023-12-12,Customer Changed Mind
O015770,2024-04-18,Quality Issue
O015814,2023-03-02,Customer Changed Mind
O015829,2025-03-22,Late Delivery
O015854,2025-02-26,Quality Issue
O015863,2024-01-12,Quality Issue
O015872,2025-06-15,Customer Changed Mind
O015881,2025-09-29,Damaged
O015936,2024-12-11,Wrong Product
O015942,2025-02-14,Late Delivery
O015946,2024-01-12,Customer Changed Mind
O015955,2023-05-28,Customer Changed Mind
O015958,2023-03-15,Wrong Product
O015961,2025-07-19,Late Delivery
O015974,2025-08-18,Damaged
O015980,2024-03-25,Customer Changed Mind
O015989,2024-07-22,Customer Changed Mind
O016002,2024-08-16,Quality Issue
O016012,2024-03-23,Late Delivery
O016015,2024-04-04,Customer Changed Mind
O016031,2023-08-09,Customer Changed Mind
O016034,2023-08-02,Wrong Product
O016042,2024-10-28,Late Delivery
O016065,2024-03-08,Wrong Product
O016084,2023-09-19,Wrong Product
O016094,2025-09-18,Wrong Product
O016099,2024-08-22,Quality Issue
O016143,2025-06-24,Customer Changed Mind
O016164,2025-01-23,Late Delivery
O016165,2024-12-17,Quality Issue
O016175,2025-06-02,Wrong Product
O016178,2025-11-08,Late Delivery
O016202,2025-01-23,Quality Issue
O016219,2023-08-05,Damaged
O016236,2023-12-02,Customer Changed Mind
O016240,2024-11-22,Wrong Product
O016247,2026-01-01,Damaged
O016288,2025-07-29,Damaged
O016332,2025-04-07,Wrong Product
O016341,2025-05-30,Damaged
O016347,2024-12-08,Wrong Product
O016350,2023-10-23,Wrong Product
O016351,2023-03-31,Quality Issue
O016359,2024-05-14,Damaged
O016377,2024-02-11,Damaged
O016382,2025-05-15,Late Delivery
O016416,2023-11-22,Wrong Product
O016464,2025-01-24,Quality Issue
O016470,2023-03-18,Damaged
O016514,2023-11-01,Damaged
O016536,2023-09-11,Damaged
O016572,2023-03-27,Customer Changed Mind
O016578,2024-04-19,Customer Changed Mind
O016581,2025-08-30,Late Delivery
O016602,2023-05-18,Wrong Product
O016614,2023-01-11,Wrong Product
O016635,2024-10-28,Late Delivery
O016636,2024-11-12,Damaged
O016676,2024-07-22,Late Delivery
O016693,2024-05-17,Quality Issue
O016702,2023-08-29,Wrong Product
O016740,2024-08-01,Late Delivery
O016749,2025-06-29,Damaged
O016758,2024-10-04,Wrong Product
O016763,2023-09-12,Quality Issue
O016805,2024-11-05,Wrong Product
O016809,2024-07-24,Quality Issue
O016832,2023-12-25,Customer Changed Mind
O016851,2024-03-16,Customer Changed Mind
O016852,2023-02-16,Quality Issue
O016912,2024-10-02,Customer Changed Mind
O016927,2024-01-16,Late Delivery
O016928,2025-05-05,Late Delivery
O016938,2025-05-14,Late Delivery
O016940,2024-10-25,Late Delivery
O016943,2023-10-11,Quality Issue
O016977,2023-05-01,Wrong Product
O016992,2024-09-05,Wrong Product
O017018,2025-12-20,Quality Issue
O017019,2023-05-04,Wrong Product
O017092,2025-06-18,Wrong Product
O017118,2025-09-24,Wrong Product
O017185,2023-10-07,Late Delivery
O017191,2023-01-31,Customer Changed Mind
O017201,2024-12-26,Wrong Product
O017234,2025-06-26,Quality Issue
O017235,2024-01-31,Damaged
O017236,2023-06-05,Quality Issue
O017248,2025-12-16,Quality Issue
O017258,2023-10-24,Damaged
O017289,2025-11-18,Customer Changed Mind
O017291,2024-09-10,Damaged
O017315,2024-03-23,Wrong Product
O017324,2024-04-19,Wrong Product
O017327,2023-11-10,Damaged
O017345,2025-02-24,Quality Issue
O017351,2026-01-07,Damaged
O017355,2025-09-16,Wrong Product
O017384,2025-05-26,Damaged
O017394,2023-02-17,Wrong Product
O017397,2024-09-22,Wrong Product
O017400,2025-04-25,Late Delivery
O017418,2024-03-26,Late Delivery
O017421,2025-12-05,Quality Issue
O017424,2024-09-03,Customer Changed Mind
O017456,2024-06-16,Late Delivery
O017489,2023-09-04,Damaged
O017510,2025-09-12,Customer Changed Mind
O017516,2025-04-13,Damaged
O017521,2025-08-15,Wrong Product
O017535,2025-04-10,Wrong Product
O017542,2024-12-12,Wrong Product
O017555,2024-10-08,Wrong Product
O017569,2023-03-06,Quality Issue
O017570,2025-02-15,Late Delivery
O017573,2023-07-05,Wrong Product
O017575,2024-04-22,Wrong Product
O017578,2024-09-01,Wrong Product
O017584,2025-09-23,Customer Changed Mind
O017592,2025-05-23,Quality Issue
O017618,2023-04-05,Quality Issue
O017622,2025-07-30,Customer Changed Mind
O017649,2025-08-12,Damaged
O017669,2023-05-21,Late Delivery
O017696,2025-04-17,Late Delivery
O017756,2023-01-24,Late Delivery
O017799,2025-04-30,Customer Changed Mind
O017819,2024-12-15,Damaged
O017845,2025-03-28,Wrong Product
O017874,2025-10-05,Damaged
O017892,2023-01-18,Quality Issue
O017901,2024-08-30,Damaged
O017908,2025-08-04,Customer Changed Mind
O017922,2023-02-24,Wrong Product
O017928,2025-05-20,Late Delivery
O017945,2025-08-11,Late Delivery
O017949,2025-11-29,Customer Changed Mind
O017956,2023-12-01,Wrong Product
O017962,2025-01-06,Quality Issue
O017975,2024-12-13,Quality Issue
O017993,2023-01-18,Damaged
O017995,2023-09-18,Quality Issue
O018006,2025-10-29,Customer Changed Mind
O018112,2024-05-24,Late Delivery
O018126,2025-06-21,Wrong Product
O018143,2024-08-09,Quality Issue
O018148,2024-01-03,Damaged
O018180,2025-04-19,Damaged
O018181,2023-07-10,Late Delivery
O018184,2025-10-27,Late Delivery
O018190,2024-09-19,Late Delivery
O018242,2023-06-17,Quality Issue
O018251,2023-09-20,Customer Changed Mind
O018257,2023-12-27,Late Delivery
O018273,2025-02-03,Quality Issue
O018293,2025-09-16,Customer Changed Mind
O018302,2024-11-12,Late Delivery
O018321,2023-02-13,Customer Changed Mind
O018322,2023-01-26,Customer Changed Mind
O018326,2024-03-02,Late Delivery
O018349,2025-11-15,Customer Changed Mind
O018356,2025-09-16,Late Delivery
O018363,2023-07-12,Customer Changed Mind
O018373,2024-08-16,Late Delivery
O018419,2023-03-13,Customer Changed Mind
O018425,2025-09-17,Damaged
O018438,2025-04-29,Wrong Product
O018452,2024-12-23,Customer Changed Mind
O018457,2025-07-16,Wrong Product
O018459,2023-03-02,Quality Issue
O018465,2024-02-15,Damaged
O018468,2025-06-04,Damaged
O018469,2024-10-12,Customer Changed Mind
O018471,2024-01-18,Wrong Product
O018477,2023-06-09,Customer Changed Mind
O018480,2024-04-28,Customer Changed Mind
O018481,2024-09-29,Wrong Product
O018528,2025-01-25,Wrong Product
O018532,2023-02-11,Customer Changed Mind
O018552,2025-12-24,Wrong Product
O018555,2023-08-25,Damaged
O018565,2024-04-04,Damaged
O018571,2024-06-09,Customer Changed Mind
O018572,2025-04-13,Late Delivery
O018583,2025-12-29,Damaged
O018589,2024-12-08,Wrong Product
O018601,2023-09-18,Damaged
O018604,2023-04-08,Damaged
O018607,2023-06-10,Damaged
O018622,2025-11-09,Damaged
O018625,2025-07-02,Damaged
O018635,2025-01-08,Late Delivery
O018658,2024-07-13,Customer Changed Mind
O018662,2023-08-07,Quality Issue
O018681,2024-09-15,Quality Issue
O018704,2023-07-06,Quality Issue
O018765,2023-12-07,Damaged
O018778,2024-12-01,Damaged
O018786,2025-03-11,Damaged
O018790,2024-10-23,Late Delivery
